window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,night_rms_ref,burst_ratio
27,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:27:59.996000Z,2026-09-09T09:28:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,249.98685929360468,1756.8494772775146,221.75890409551175,1547.955982413054,0.78691490749821,3.230588134490389,4.045710444221163,,,266.39065574664994,5.8108494011337735
28,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:28:59.996000Z,2026-09-09T09:29:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,259.15770690911336,1980.8476980817566,232.06049681276616,1785.257818136612,0.8018150031152622,6.220795782634903,5.196020509981386,,,266.39065574664994,6.70165330361466
29,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:29:59.996000Z,2026-09-09T09:30:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,255.78391027401665,2016.152775680833,232.85877159408645,1673.8067565920203,0.8287790407439857,5.047679860388074,5.318619119435068,,,266.39065574664994,6.283278788066386
30,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:30:59.996000Z,2026-09-09T09:31:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,204.62602245792547,1110.154559390406,171.1061808875454,965.1331999392021,0.6992132843151841,2.3963454257384327,0.642016905416698,,,266.39065574664994,3.62299945256747
31,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:31:59.996000Z,2026-09-09T09:32:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,231.9246824818579,1900.8446807839234,210.22384396998063,1908.0921412568441,0.8216181121934302,4.967270869796935,5.423461663459497,,,266.39065574664994,7.16275927888225
32,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:32:59.996000Z,2026-09-09T09:33:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,245.56303568987695,1859.1567942934864,219.70216271042796,1583.194105529426,0.8004656076456719,5.561423537197026,3.8764643493097726,,,266.39065574664994,5.943129277909501
33,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:33:59.996000Z,2026-09-09T09:34:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,227.10897573081556,1787.8421585012318,202.94745341413224,2019.2036861108159,0.7985435664499755,4.59199623031915,6.073763608337696,,,266.39065574664994,7.579859287674015
34,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:34:59.996000Z,2026-09-09T09:35:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,292.9657703778924,2328.1584354417078,269.53564110814693,2319.6430734787564,0.8464447960760645,3.5081615869825526,5.247281926709631,,,266.39065574664994,8.707674325051574
35,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:35:59.996000Z,2026-09-09T09:36:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,250.4392820433787,2505.159569349869,226.20836394909907,2548.2731815448433,0.8158539438793448,4.85525610976829,9.467986567944346,,,266.39065574664994,9.565925555468324
36,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:36:59.996000Z,2026-09-09T09:37:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,330.12267606345796,3602.160595114526,303.38833349793424,3750.372714424016,0.844592146682996,5.86923297920653,20.90502162645161,,,266.39065574664994,14.078469471507278
37,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:37:59.996000Z,2026-09-09T09:38:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,191.53248092473854,794.8380225293647,160.9969950185232,829.5628193704792,0.7065626429545049,2.732535751891395,0.33500735727747966,,,266.39065574664994,3.114083776870284
38,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:38:59.996000Z,2026-09-09T09:39:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,282.0186091914742,2239.163363400186,249.62607128758893,2298.4348294762003,0.78347357002287,3.296199462069586,4.991998188714266,,,266.39065574664994,8.628061006997633
39,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:39:59.996000Z,2026-09-09T09:40:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,255.48359444655267,1970.8355523436283,222.68404230892213,2018.1729834794733,0.7597175468450966,5.827282184601619,5.955075549873351,,,266.39065574664994,7.575990148088568
40,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:40:59.996000Z,2026-09-09T09:41:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,226.12688113796807,1399.8341863500998,198.85520460850677,1333.016020792475,0.7733383347243956,3.5130930637411524,2.103580244929441,,,266.39065574664994,5.003989411926806
41,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:41:59.996000Z,2026-09-09T09:42:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,279.97222206587486,2716.1668713874183,261.5181119974138,2535.383087265364,0.8725165151143244,5.039124338973394,10.127961439971504,,,266.39065574664994,9.517537618423946
42,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:42:59.996000Z,2026-09-09T09:43:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,396.2094518157684,2577.1671459778822,374.81962934104524,2721.1572022441433,0.8949422064090173,3.584199617872441,3.9322492094922037,,,266.39065574664994,10.214912361010485
43,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:43:59.996000Z,2026-09-09T09:44:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,254.1937174051363,2582.831805876455,228.1549474685569,2285.142428167135,0.8056198466820345,4.692641202230991,11.430780080848404,,,266.39065574664994,8.578162855458464
44,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:44:59.996000Z,2026-09-09T09:45:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,345.5253143058389,4146.830206292957,318.43366823586655,3265.966203371333,0.8493334295950933,5.348532513908602,9.410301830612866,,,266.39065574664994,12.260062929825214
45,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:45:59.996000Z,2026-09-09T09:46:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,208.85111994932754,870.1704809355081,164.77605028715027,785.5796920627984,0.6224644599024698,3.410849235213381,0.4204968527240611,,,266.39065574664994,2.9489761563180417
46,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:46:59.996000Z,2026-09-09T09:47:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,274.15860967433684,1924.8278135943935,247.30250668137813,1798.8403504535909,0.8136792834269914,5.291857908157727,6.278764828636204,,,266.39065574664994,6.752640573715817
47,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:47:59.996000Z,2026-09-09T09:48:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,298.3054131391591,2088.826339645437,266.8130301345637,1784.9057294750646,0.80000334257848,5.73252911762379,3.5273140261327587,,,266.39065574664994,6.700331603119721
48,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:48:59.996000Z,2026-09-09T09:49:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,211.09441534576086,1186.1749349433205,180.78072383732132,1262.1257158751055,0.7334166315238545,2.9728120719011213,1.346303136436748,,,266.39065574664994,4.737875329513985
49,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:49:59.996000Z,2026-09-09T09:50:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,380.1099466256314,2915.824540513661,361.4256700455922,3022.2197811692213,0.9041063533402585,5.623952661694948,6.992443531677397,,,266.39065574664994,11.34506678809145
50,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:50:59.996000Z,2026-09-09T09:51:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,188.5048567803532,1909.8238619366773,166.14711885298595,1686.6093565681153,0.7768560295681299,2.469390084575786,11.917601176923359,,,266.39065574664994,6.331338281520506
51,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:51:59.996000Z,2026-09-09T09:52:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,298.8340569883862,2330.1782582402534,273.3446637581802,2666.323062819074,0.8366831412842999,5.350056819685576,7.504313418774126,,,266.39065574664994,10.009071284222795
52,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:52:59.996000Z,2026-09-09T09:53:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,193.89022024956876,1103.821412251188,165.89932791687696,973.5440870187444,0.7321118649854722,2.8101707894515493,1.669428268587403,,,266.39065574664994,3.654572958987836
53,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:53:59.996000Z,2026-09-09T09:54:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,293.366157016928,2634.179725230411,272.1954624098621,2588.51065486679,0.8608782560291017,5.260328895674716,10.000296923039791,,,266.39065574664994,9.716972420115912
54,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:54:59.996000Z,2026-09-09T09:55:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,270.53232918279974,2560.818852353363,245.16313416811704,2242.2570861759873,0.8212435774708591,5.186292266097164,7.033527289677586,,,266.39065574664994,8.417176195205883
55,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:55:59.996000Z,2026-09-09T09:56:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,285.57743601400784,2099.8177539915,250.9788872480877,1742.7999773818317,0.7723721376667692,3.6351363313271383,2.4842826709278256,,,266.39065574664994,6.542271434022508
56,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:56:59.996000Z,2026-09-09T09:57:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,248.07244193063192,1421.1836076762859,214.46647696920508,1376.0472781244962,0.7474149698606114,3.257807865979533,1.597765560472661,,,266.39065574664994,5.165523821650794
57,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:57:59.996000Z,2026-09-09T09:58:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,324.75932820192673,2599.815126574513,289.7144684385516,2225.2648093684693,0.7958241249817846,5.542300399770168,5.332753717704847,,,266.39065574664994,8.35338913495825
58,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:58:59.996000Z,2026-09-09T09:59:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,249.7264788157852,2165.1856535633283,221.20369197704,1989.0232221261078,0.7846131007454203,6.225726826070832,7.6216626033822905,,,266.39065574664994,7.466565283797952
59,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:59:59.996000Z,2026-09-09T10:00:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,413.82223815704094,4686.8135012246485,398.8762805817195,4740.581177068265,0.9290707181280146,6.748256387181676,23.399951755747892,,,266.39065574664994,17.7955985872747
60,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:00:59.996000Z,2026-09-09T10:01:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,246.8861754089719,1816.8124374687093,211.76492460768173,1833.0987384666182,0.7357233031792186,4.948397752308147,4.826788348815333,,,266.39065574664994,6.881242637166603
61,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:01:59.996000Z,2026-09-09T10:02:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,299.2108940810492,1921.1892441157772,249.35027816779973,1568.1329251724583,0.6944882628004135,3.663579804963104,1.952188478862399,,,266.39065574664994,5.886591332482122
62,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:02:59.996000Z,2026-09-09T10:03:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,263.8588949239461,3587.1907539871877,220.10725521051071,3766.5584196206787,0.6958653916232532,4.555601700896689,25.876308757429143,,,266.39065574664994,14.139228754340593
63,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:03:59.996000Z,2026-09-09T10:04:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,475.1559802276831,4109.191868147403,422.13374070937834,3604.726452501617,0.7892738848892464,6.423682844301453,18.00983917145748,,,266.39065574664994,13.531730091651118
64,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:04:59.996000Z,2026-09-09T10:05:59.996000Z,100.0,100.0,60.0,,traffic,1,Traffic,timeofday:America/Anchorage:day7-19:night1-5+burst>=20x,AM,2.0-20.0,1192.9704975052605,6848.807838642641,1056.5183599846282,6855.417348325781,0.7843225290026022,3.4581004285749595,5.113165231903938,,,266.39065574664994,25.734451267110533
65,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:05:59.996000Z,2026-09-09T10:06:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,380.91218863388326,1889.1930122116512,300.14077644286004,1687.9990141245157,0.6208694117043264,3.2467497911059064,2.735857908709958,,,266.39065574664994,6.336554896767408
66,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:06:59.996000Z,2026-09-09T10:07:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,328.0662938345332,3592.1943509342104,305.5476379306387,3648.605066853151,0.8674303963820388,6.445211208731244,21.063862846321715,,,266.39065574664994,13.696445382540544
