window_id,event_id,network,station,location,channel,latitude,longitude,start_time,end_time,sampling_rate,native_sampling_rate,window_len_sec,p_offset_sec,window_type,label,label_name,label_method,source,bandpass_hz,rms,peak,rms_band,peak_band,band_ratio,stalta_band_max,kurtosis_band,reviewed,review_label,day_night_ratio,night_rms_ref,burst_ratio
10,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:11:59.996000Z,2026-09-09T09:12:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,436.68347037474297,2858.132317938854,384.06605447359266,2997.780259041857,0.7735321018078826,5.439472837483653,4.200020737176066,,,5.15,266.39065574664994,11.253323622180227
11,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:12:59.996000Z,2026-09-09T09:13:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,345.4902187718015,2786.8664084127654,298.75432799477585,2538.543932901064,0.7477508201898199,4.838913235281392,7.8167339132718965,,,5.15,266.39065574664994,9.529403070786909
12,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:13:59.996000Z,2026-09-09T09:14:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,219.72123663993824,882.1344917173494,187.79072075258335,844.79492090269,0.7304730340515854,2.3362762219856292,0.314006806074838,,,5.15,266.39065574664994,3.171263340806255
13,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:14:59.996000Z,2026-09-09T09:15:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,316.5943809646743,2869.1358941975536,299.51661806044143,2841.665991106851,0.8950255672044751,4.996475860918777,11.893798544032387,,,5.15,266.39065574664994,10.667288547123098
14,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:15:59.996000Z,2026-09-09T09:16:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,265.3821967717949,2364.1370741842525,234.1804479733368,2130.103109488531,0.7786776246168282,4.971909603342299,9.320925562629958,,,5.15,266.39065574664994,7.996163016747703
15,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:16:59.996000Z,2026-09-09T09:17:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,254.5021621920235,1799.1381802572153,223.75388329949905,1663.7020094658099,0.7729621176403806,3.514849149360196,2.979767997040903,,,5.15,266.39065574664994,6.245346725104611
16,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:17:59.996000Z,2026-09-09T09:18:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,304.9877766487494,3096.8607522253283,282.3634688298985,3104.1713407463394,0.8571407627248798,6.089213024371176,22.64707095861207,,,5.15,266.39065574664994,11.652703553155229
17,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:19:59.996000Z,2026-09-09T09:20:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,292.71479317530697,2708.1421008824523,262.71592631067443,2390.5760859576276,0.8055332286619366,4.5629120125959775,4.365482724108822,,,5.15,266.39065574664994,8.97394872675706
18,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:20:59.996000Z,2026-09-09T09:21:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,212.5651683660998,1076.8567067178544,179.4807416655392,925.7301780029475,0.7129375819660223,1.9083444905761404,1.0648987396307952,,,5.15,266.39065574664994,3.475085022814616
19,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:21:59.996000Z,2026-09-09T09:22:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,306.25902119799633,2677.143480229353,280.3827578255462,2794.7982684645413,0.8381559374326485,4.477501564541108,10.770301967607073,,,5.15,266.39065574664994,10.491352486186775
20,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:22:59.996000Z,2026-09-09T09:23:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,281.1313868738728,1872.1449487241127,260.74375766301756,2016.87140577528,0.8602192755363627,4.7445728948147865,4.540048351074232,,,5.15,266.39065574664994,7.5711041745151135
21,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:23:59.996000Z,2026-09-09T09:24:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,254.2575666701581,1600.1465306285002,227.3239536137914,1656.531334364982,0.7993603981925039,4.2434800828331785,3.235894673864755,,,5.15,266.39065574664994,6.2184288323552215
22,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:24:59.996000Z,2026-09-09T09:25:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,222.38919062972892,1378.852368564653,190.1907005714029,1127.5624840514117,0.7313936876692017,3.6345526509813384,2.417037678581477,,,5.15,266.39065574664994,4.232740374811708
23,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:25:59.996000Z,2026-09-09T09:26:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,262.42232193318904,2604.851175600734,231.92296783468632,2302.954774074803,0.7810628325895982,5.878932369904833,12.227004141391461,,,5.15,266.39065574664994,8.645028361148754
24,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:26:59.996000Z,2026-09-09T09:27:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,270.0798761660504,1820.149320730937,236.0389500760947,1965.5537200904746,0.7638057030090819,5.347992709834487,4.800767494317684,,,5.15,266.39065574664994,7.378463462171169
25,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:27:59.996000Z,2026-09-09T09:28:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,249.98685929360468,1756.8494772775146,221.75890409551175,1547.955982413054,0.78691490749821,3.230588134490389,4.045710444221163,,,5.15,266.39065574664994,5.8108494011337735
26,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:28:59.996000Z,2026-09-09T09:29:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,259.15770690911336,1980.8476980817566,232.06049681276616,1785.257818136612,0.8018150031152622,6.220795782634903,5.196020509981386,,,5.15,266.39065574664994,6.70165330361466
27,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:29:59.996000Z,2026-09-09T09:30:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,255.78391027401665,2016.152775680833,232.85877159408645,1673.8067565920203,0.8287790407439857,5.047679860388074,5.318619119435068,,,5.15,266.39065574664994,6.283278788066386
28,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:30:59.996000Z,2026-09-09T09:31:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,204.62602245792547,1110.154559390406,171.1061808875454,965.1331999392021,0.6992132843151841,2.3963454257384327,0.642016905416698,,,5.15,266.39065574664994,3.62299945256747
29,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:31:59.996000Z,2026-09-09T09:32:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,231.9246824818579,1900.8446807839234,210.22384396998063,1908.0921412568441,0.8216181121934302,4.967270869796935,5.423461663459497,,,5.15,266.39065574664994,7.16275927888225
30,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:32:59.996000Z,2026-09-09T09:33:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,245.56303568987695,1859.1567942934864,219.70216271042796,1583.194105529426,0.8004656076456719,5.561423537197026,3.8764643493097726,,,5.15,266.39065574664994,5.943129277909501
31,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:33:59.996000Z,2026-09-09T09:34:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,227.10897573081556,1787.8421585012318,202.94745341413224,2019.2036861108159,0.7985435664499755,4.59199623031915,6.073763608337696,,,5.15,266.39065574664994,7.579859287674015
32,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:34:59.996000Z,2026-09-09T09:35:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,292.9657703778924,2328.1584354417078,269.53564110814693,2319.6430734787564,0.8464447960760645,3.5081615869825526,5.247281926709631,,,5.15,266.39065574664994,8.707674325051574
33,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:35:59.996000Z,2026-09-09T09:36:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,250.4392820433787,2505.159569349869,226.20836394909907,2548.2731815448433,0.8158539438793448,4.85525610976829,9.467986567944346,,,5.15,266.39065574664994,9.565925555468324
34,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:36:59.996000Z,2026-09-09T09:37:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,330.12267606345796,3602.160595114526,303.38833349793424,3750.372714424016,0.844592146682996,5.86923297920653,20.90502162645161,,,5.15,266.39065574664994,14.078469471507278
35,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:37:59.996000Z,2026-09-09T09:38:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,191.53248092473854,794.8380225293647,160.9969950185232,829.5628193704792,0.7065626429545049,2.732535751891395,0.33500735727747966,,,5.15,266.39065574664994,3.114083776870284
36,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:38:59.996000Z,2026-09-09T09:39:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,282.0186091914742,2239.163363400186,249.62607128758893,2298.4348294762003,0.78347357002287,3.296199462069586,4.991998188714266,,,5.15,266.39065574664994,8.628061006997633
37,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:39:59.996000Z,2026-09-09T09:40:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,255.48359444655267,1970.8355523436283,222.68404230892213,2018.1729834794733,0.7597175468450966,5.827282184601619,5.955075549873351,,,5.15,266.39065574664994,7.575990148088568
38,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:40:59.996000Z,2026-09-09T09:41:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,226.12688113796807,1399.8341863500998,198.85520460850677,1333.016020792475,0.7733383347243956,3.5130930637411524,2.103580244929441,,,5.15,266.39065574664994,5.003989411926806
39,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:41:59.996000Z,2026-09-09T09:42:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,279.97222206587486,2716.1668713874183,261.5181119974138,2535.383087265364,0.8725165151143244,5.039124338973394,10.127961439971504,,,5.15,266.39065574664994,9.517537618423946
40,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:42:59.996000Z,2026-09-09T09:43:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,396.2094518157684,2577.1671459778822,374.81962934104524,2721.1572022441433,0.8949422064090173,3.584199617872441,3.9322492094922037,,,5.15,266.39065574664994,10.214912361010485
41,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:43:59.996000Z,2026-09-09T09:44:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,254.1937174051363,2582.831805876455,228.1549474685569,2285.142428167135,0.8056198466820345,4.692641202230991,11.430780080848404,,,5.15,266.39065574664994,8.578162855458464
42,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:44:59.996000Z,2026-09-09T09:45:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,345.5253143058389,4146.830206292957,318.43366823586655,3265.966203371333,0.8493334295950933,5.348532513908602,9.410301830612866,,,5.15,266.39065574664994,12.260062929825214
43,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:45:59.996000Z,2026-09-09T09:46:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,208.85111994932754,870.1704809355081,164.77605028715027,785.5796920627984,0.6224644599024698,3.410849235213381,0.4204968527240611,,,5.15,266.39065574664994,2.9489761563180417
44,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:46:59.996000Z,2026-09-09T09:47:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,274.15860967433684,1924.8278135943935,247.30250668137813,1798.8403504535909,0.8136792834269914,5.291857908157727,6.278764828636204,,,5.15,266.39065574664994,6.752640573715817
45,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:47:59.996000Z,2026-09-09T09:48:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,298.3054131391591,2088.826339645437,266.8130301345637,1784.9057294750646,0.80000334257848,5.73252911762379,3.5273140261327587,,,5.15,266.39065574664994,6.700331603119721
46,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:48:59.996000Z,2026-09-09T09:49:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,211.09441534576086,1186.1749349433205,180.78072383732132,1262.1257158751055,0.7334166315238545,2.9728120719011213,1.346303136436748,,,5.15,266.39065574664994,4.737875329513985
47,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:49:59.996000Z,2026-09-09T09:50:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,380.1099466256314,2915.824540513661,361.4256700455922,3022.2197811692213,0.9041063533402585,5.623952661694948,6.992443531677397,,,5.15,266.39065574664994,11.34506678809145
48,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:50:59.996000Z,2026-09-09T09:51:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,188.5048567803532,1909.8238619366773,166.14711885298595,1686.6093565681153,0.7768560295681299,2.469390084575786,11.917601176923359,,,5.15,266.39065574664994,6.331338281520506
49,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:51:59.996000Z,2026-09-09T09:52:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,298.8340569883862,2330.1782582402534,273.3446637581802,2666.323062819074,0.8366831412842999,5.350056819685576,7.504313418774126,,,5.15,266.39065574664994,10.009071284222795
50,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:52:59.996000Z,2026-09-09T09:53:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,193.89022024956876,1103.821412251188,165.89932791687696,973.5440870187444,0.7321118649854722,2.8101707894515493,1.669428268587403,,,5.15,266.39065574664994,3.654572958987836
51,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:53:59.996000Z,2026-09-09T09:54:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,293.366157016928,2634.179725230411,272.1954624098621,2588.51065486679,0.8608782560291017,5.260328895674716,10.000296923039791,,,5.15,266.39065574664994,9.716972420115912
52,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:54:59.996000Z,2026-09-09T09:55:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,270.53232918279974,2560.818852353363,245.16313416811704,2242.2570861759873,0.8212435774708591,5.186292266097164,7.033527289677586,,,5.15,266.39065574664994,8.417176195205883
53,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:55:59.996000Z,2026-09-09T09:56:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,285.57743601400784,2099.8177539915,250.9788872480877,1742.7999773818317,0.7723721376667692,3.6351363313271383,2.4842826709278256,,,5.15,266.39065574664994,6.542271434022508
54,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:56:59.996000Z,2026-09-09T09:57:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,248.07244193063192,1421.1836076762859,214.46647696920508,1376.0472781244962,0.7474149698606114,3.257807865979533,1.597765560472661,,,5.15,266.39065574664994,5.165523821650794
55,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:57:59.996000Z,2026-09-09T09:58:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,324.75932820192673,2599.815126574513,289.7144684385516,2225.2648093684693,0.7958241249817846,5.542300399770168,5.332753717704847,,,5.15,266.39065574664994,8.35338913495825
56,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:58:59.996000Z,2026-09-09T09:59:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,249.7264788157852,2165.1856535633283,221.20369197704,1989.0232221261078,0.7846131007454203,6.225726826070832,7.6216626033822905,,,5.15,266.39065574664994,7.466565283797952
57,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T09:59:59.996000Z,2026-09-09T10:00:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,413.82223815704094,4686.8135012246485,398.8762805817195,4740.581177068265,0.9290707181280146,6.748256387181676,23.399951755747892,,,5.15,266.39065574664994,17.7955985872747
58,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:00:59.996000Z,2026-09-09T10:01:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,246.8861754089719,1816.8124374687093,211.76492460768173,1833.0987384666182,0.7357233031792186,4.948397752308147,4.826788348815333,,,5.15,266.39065574664994,6.881242637166603
59,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:01:59.996000Z,2026-09-09T10:02:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,299.2108940810492,1921.1892441157772,249.35027816779973,1568.1329251724583,0.6944882628004135,3.663579804963104,1.952188478862399,,,5.15,266.39065574664994,5.886591332482122
60,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:02:59.996000Z,2026-09-09T10:03:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,263.8588949239461,3587.1907539871877,220.10725521051071,3766.5584196206787,0.6958653916232532,4.555601700896689,25.876308757429143,,,5.15,266.39065574664994,14.139228754340593
61,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:03:59.996000Z,2026-09-09T10:04:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,475.1559802276831,4109.191868147403,422.13374070937834,3604.726452501617,0.7892738848892464,6.423682844301453,18.00983917145748,,,5.15,266.39065574664994,13.531730091651118
62,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:05:59.996000Z,2026-09-09T10:06:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,380.91218863388326,1889.1930122116512,300.14077644286004,1687.9990141245157,0.6208694117043264,3.2467497911059064,2.735857908709958,,,5.15,266.39065574664994,6.336554896767408
63,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:06:59.996000Z,2026-09-09T10:07:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,328.0662938345332,3592.1943509342104,305.5476379306387,3648.605066853151,0.8674303963820388,6.445211208731244,21.063862846321715,,,5.15,266.39065574664994,13.696445382540544
64,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:07:59.996000Z,2026-09-09T10:08:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,349.34293818771573,3679.803840718307,322.2818867966932,3380.50989250174,0.8510750478509889,7.9067866091922845,25.157985770836063,,,5.15,266.39065574664994,12.690046814993256
65,,AM,R1796,00,EHZ,61.1981981981982,-149.91291617029023,2026-09-09T10:08:59.996000Z,2026-09-09T10:09:59.996000Z,100.0,100.0,60.0,,noise,0,Noise,timeofday:America/Anchorage:day7-19:night1-5,AM,2.0-20.0,217.36241762982434,973.1971032334343,185.54068537063912,920.969328051813,0.7286339471259252,3.249118187427963,0.8160366951256774,,,5.15,266.39065574664994,3.4572133375717886
